ID,City,State,Population
9080,Dunes City,Oregon,"1,362"
9081,Minneota,Minnesota,"1,362"
9082,Oriskany,New York,"1,362"
9083,Pemberton,New Jersey,"1,362"
9088,Sugar City,Idaho,"1,361"
9087,Rice,Minnesota,"1,361"
9084,Chapman,Kansas,"1,361"
9085,Interlachen,Florida,"1,361"
9086,Nelson,Georgia,"1,361"
9091,New Market,Tennessee,"1,360"
9089,Bay City,Oregon,"1,360"
9090,Hico,Texas,"1,360"
9092,San Antonio,Florida,"1,359"
9093,Milford,Utah,"1,357"
9094,Pine Knoll Shores,North Carolina,"1,357"
9095,Aurora,Texas,"1,356"
9096,Thompson Falls,Montana,"1,356"
9097,Dysart,Iowa,"1,355"
9098,Schuylerville,New York,"1,355"
9100,Glenmora,Louisiana,"1,354"
9102,Wood River,Nebraska,"1,354"
9101,Pelzer,South Carolina,"1,354"
9099,Elm City,North Carolina,"1,354"
9104,Osborne,Kansas,"1,353"
9106,West Yellowstone,Montana,"1,353"
9105,Pelahatchie,Mississippi,"1,353"
9103,Inman,Kansas,"1,353"
9107,Warren,Illinois,"1,352"
9108,Winthrop,Minnesota,"1,352"
9109,Crane,Missouri,"1,351"
9110,Yates Center,Kansas,"1,351"
9111,Appleton,Minnesota,"1,350"
9116,Pierz,Minnesota,"1,350"
9114,Mabscott,West Virginia,"1,350"
9113,Laverne,Oklahoma,"1,350"
9112,Center Hill,Florida,"1,350"
9115,Mount Hope,West Virginia,"1,350"
9118,Woodville,Wisconsin,"1,349"
9117,Eagle Butte,South Dakota,"1,349"
9121,Naples,Texas,"1,348"
9120,Duck Hill,Mississippi,"1,348"
9119,Auburn,Kentucky,"1,348"
9122,Spring Valley,Wisconsin,"1,348"
9126,Princes Lakes,Indiana,"1,347"
9127,Sneedville,Tennessee,"1,347"
9123,Francis,Utah,"1,347"
9124,Livermore,Kentucky,"1,347"
9125,Old River-Winfree,Texas,"1,347"
9128,Jarrell,Texas,"1,346"
9129,Litchfield,Michigan,"1,346"
9130,New Berlin,Illinois,"1,346"
9131,Capron,Illinois,"1,345"
9132,Benwood,West Virginia,"1,344"
9133,West Alexandria,Ohio,"1,344"
9136,Sutherland,Nebraska,"1,343"
9134,Milan,Ohio,"1,343"
9135,South Carthage,Tennessee,"1,343"
9137,Wheaton,Minnesota,"1,343"
9138,Elephant Butte,New Mexico,"1,341"
9139,Fairfax,Oklahoma,"1,341"
9142,Tripoli,Iowa,"1,340"
9140,Flippin,Arkansas,"1,340"
9141,Morristown,Indiana,"1,340"
9143,Waukomis,Oklahoma,"1,340"
9147,Pittsford,New York,"1,339"
9146,North Utica,Illinois,"1,339"
9145,Maple Bluff,Wisconsin,"1,339"
9144,Grand Marais,Minnesota,"1,339"
9150,Walnut,Illinois,"1,338"
9149,Redkey,Indiana,"1,338"
9148,Hayden,Alabama,"1,338"
9151,Independence,Wisconsin,"1,337"
9152,Winlock,Washington,"1,337"
9153,Gillett,Wisconsin,"1,336"
9154,Shattuck,Oklahoma,"1,336"
9157,Swepsonville,North Carolina,"1,335"
9155,Saranac,Michigan,"1,335"
9156,Snyder,Oklahoma,"1,335"
9159,Middletown,Virginia,"1,334"
9158,Latta,South Carolina,"1,334"
9160,Tennessee Ridge,Tennessee,"1,334"
9161,Burgettstown,Pennsylvania,"1,333"
9162,Uintah,Utah,"1,333"
9163,Flemington,Pennsylvania,"1,332"
9164,Rich Hill,Missouri,"1,332"
9166,Geneva,Indiana,"1,331"
9165,Bainbridge,New York,"1,331"
9167,Newville,Pennsylvania,"1,331"
9170,Sherburne,New York,"1,330"
9169,Hampton,New Jersey,"1,330"
9168,Fairview Park,Indiana,"1,330"
9171,Boston,Georgia,"1,329"
9174,Meggett,South Carolina,"1,327"
9173,Elmer,New Jersey,"1,327"
9172,Crooks,South Dakota,"1,327"
9175,Killian,Louisiana,"1,326"
9177,Powells Crossroads,Tennessee,"1,326"
9176,Menahga,Minnesota,"1,326"
9178,Rolla,North Dakota,"1,325"
9179,Shell Lake,Wisconsin,"1,325"
9180,Benavides,Texas,"1,324"
9181,Colchester,Illinois,"1,324"
9182,Goodwater,Alabama,"1,324"
9183,Munday,Texas,"1,324"
9184,Okarche,Oklahoma,"1,324"
9185,Orange Grove,Texas,"1,324"
9186,Salem,South Dakota,"1,324"
9187,Beulaville,North Carolina,"1,323"
9188,Brookside,Alabama,"1,323"
9189,Fredonia,Arizona,"1,323"
9190,Harristown,Illinois,"1,323"
9191,Hayfield,Minnesota,"1,323"
9192,Rutherford College,North Carolina,"1,323"
9193,Clara City,Minnesota,"1,322"
9194,Toluca,Illinois,"1,322"
9195,Woodbine,Georgia,"1,322"
9196,Clinton,Kentucky,"1,321"
9197,Elkhart,Texas,"1,321"
9198,Palestine,Illinois,"1,321"
9199,Greenfield,Missouri,"1,319"
9200,La Plata,Missouri,"1,319"
9201,Nunda,New York,"1,319"
9202,Urania,Louisiana,"1,319"
9203,Roscoe,Texas,"1,318"
9204,Benton,Tennessee,"1,317"
9205,Black Creek,Wisconsin,"1,317"
9206,Buhler,Kansas,"1,317"
9207,Dillsboro,Indiana,"1,317"
9208,Farwell,Texas,"1,317"
9209,Inglis,Florida,"1,317"
9210,Jordan,New York,"1,317"
9211,Josephine,Texas,"1,317"
9212,Beverly,Ohio,"1,316"
9213,Big Bend,Wisconsin,"1,316"
9214,Sistersville,West Virginia,"1,316"
9215,Cedar Point,North Carolina,"1,315"
9216,Green Springs,Ohio,"1,315"
9217,Bloomfield,New York,"1,314"
9218,Spring Hope,North Carolina,"1,314"
9223,Shell Rock,Iowa,"1,313"
9221,Marshall,Arkansas,"1,313"
9219,Cleveland,Alabama,"1,313"
9220,Goodman,Mississippi,"1,313"
9224,Wathena,Kansas,"1,313"
9222,Pecos,New Mexico,"1,313"
9228,Tiltonsville,Ohio,"1,312"
9227,Minerva Park,Ohio,"1,312"
9226,Marshallville,Georgia,"1,312"
9225,Gerald,Missouri,"1,312"
9232,Sophia,West Virginia,"1,311"
9230,China Grove,Texas,"1,311"
9229,Barrackville,West Virginia,"1,311"
9231,Elverson,Pennsylvania,"1,311"
9233,Maharishi Vedic City,Iowa,"1,310"
9234,Goodwell,Oklahoma,"1,309"
9237,Stryker,Ohio,"1,308"
9235,Freeman,South Dakota,"1,308"
9236,Ontonagon,Michigan,"1,308"
9239,Middleburg,Pennsylvania,"1,307"
9238,Elmore,Alabama,"1,307"
9240,Princeton,North Carolina,"1,307"
9241,Fall Creek,Wisconsin,"1,306"
9249,West Jefferson,North Carolina,"1,305"
9242,Bethany,Illinois,"1,305"
9243,Douglas,Michigan,"1,305"
9244,Enigma,Georgia,"1,305"
9245,Granville,Illinois,"1,305"
9246,Manly,Iowa,"1,305"
9247,Preston,Minnesota,"1,305"
9248,Richlandtown,Pennsylvania,"1,305"
9251,Maple Park,Illinois,"1,304"
9250,Larimore,North Dakota,"1,304"
9252,Onarga,Illinois,"1,304"
9255,Washburn,North Dakota,"1,303"
9253,Iowa Colony,Texas,"1,303"
9254,Pinetops,North Carolina,"1,303"
9256,Clintwood,Virginia,"1,302"
9257,Duenweg,Missouri,"1,301"
9258,Manawa,Wisconsin,"1,301"
9262,Tombstone,Arizona,"1,300"
9261,Mount Airy,Georgia,"1,300"
9260,Breckenridge,Michigan,"1,300"
9259,Basin,Wyoming,"1,300"
9263,Buffalo,Oklahoma,"1,299"
9266,Hughes,Arkansas,"1,299"
9265,Hawkins,Texas,"1,299"
9264,Enosburg Falls,Vermont,"1,299"
9267,Leesburg,Ohio,"1,298"
9268,Long Creek,Illinois,"1,298"
9269,Rock Hall,Maryland,"1,298"
9270,Wallis,Texas,"1,298"
9274,Roland,Iowa,"1,297"
9275,Stockton,Kansas,"1,297"
9273,Pierce City,Missouri,"1,297"
9272,Monroeville,Indiana,"1,297"
9271,Heppner,Oregon,"1,297"
9276,Bellevue,Michigan,"1,296"
9277,Frazeysburg,Ohio,"1,296"
9278,Philmont,New York,"1,296"
9279,Spring Grove,Minnesota,"1,296"
9280,Winona,Missouri,"1,296"
9282,Broadalbin,New York,"1,295"
9281,Asotin,Washington,"1,295"
9283,Walls,Mississippi,"1,295"
9285,Buffalo,Iowa,"1,294"
9284,Boston Heights,Ohio,"1,294"
9288,Tower City,Pennsylvania,"1,294"
9287,St. Francis,Kansas,"1,294"
9286,Sarcoxie,Missouri,"1,294"
9290,Farmingdale,New Jersey,"1,293"
9291,Thorndale,Texas,"1,293"
9292,Youngsville,North Carolina,"1,293"
9289,Clymer,Pennsylvania,"1,293"
9293,Due West,South Carolina,"1,292"
9295,Palm Valley,Texas,"1,292"
9294,Kamiah,Idaho,"1,292"
9296,Vardaman,Mississippi,"1,291"
9298,Frankfort,Michigan,"1,290"
9300,Maggie Valley,North Carolina,"1,290"
9299,Hagaman,New York,"1,290"
9297,Cut and Shoot,Texas,"1,290"
9301,Lakewood Club,Michigan,"1,289"
9304,Oquawka,Illinois,"1,288"
9302,Blowing Rock,North Carolina,"1,288"
9303,Fairview,Utah,"1,288"
9305,Grantsburg,Wisconsin,"1,287"
9306,Mountain View,Wyoming,"1,287"
9307,New Sharon,Iowa,"1,287"
9311,Iva,South Carolina,"1,286"
9310,Germantown,Illinois,"1,286"
9312,Taylorsville,Mississippi,"1,286"
9308,Ellendale,North Dakota,"1,286"
9309,Geary,Oklahoma,"1,286"
9313,Kemp,Texas,"1,285"
9314,Troy,Tennessee,"1,285"
9316,Calverton Park,Missouri,"1,284"
9317,Laingsburg,Michigan,"1,284"
9315,Black River,New York,"1,284"
9320,Maurice,Louisiana,"1,283"
9319,Gnadenhutten,Ohio,"1,283"
9318,Erin,Tennessee,"1,283"
9321,Waldo,Arkansas,"1,283"
9322,Marsing,Idaho,"1,282"
9323,Sparta,Georgia,"1,281"
9324,Webberville,Michigan,"1,281"
9325,Dike,Iowa,"1,280"
9326,Farmland,Indiana,"1,280"
9327,Gold Hill,Oregon,"1,280"
9328,Oceana,West Virginia,"1,280"
9331,Sperry,Oklahoma,"1,279"
9332,Sundance,Wyoming,"1,279"
9330,Callahan,Florida,"1,279"
9329,Avalon,New Jersey,"1,279"
9333,Hewlett Harbor,New York,"1,278"
9334,Owensville,Indiana,"1,278"
9335,Somerset,Maryland,"1,277"
9339,Grant Park,Illinois,"1,276"
9337,Central City,Iowa,"1,276"
9336,Caraway,Arkansas,"1,276"
9340,Tieton,Washington,"1,276"
9338,Fremont,North Carolina,"1,276"
9345,West Buechel,Kentucky,"1,273"
9343,Platte,South Dakota,"1,273"
9341,Arlington,Nebraska,"1,273"
9344,Smithville,Ohio,"1,273"
9342,Phil Campbell,Alabama,"1,273"
9346,Morrow,Ohio,"1,272"
9347,Alton,Iowa,"1,271"
9348,Cambria,Illinois,"1,271"
9349,Konawa,Oklahoma,"1,271"
9352,Rison,Arkansas,"1,270"
9350,Galveston,Indiana,"1,270"
9351,North Charleroi,Pennsylvania,"1,270"
9353,Emory,Texas,"1,269"
9355,Iraan,Texas,"1,268"
9354,Barry,Illinois,"1,268"
9356,Fayette,Ohio,"1,267"
9361,Rush Springs,Oklahoma,"1,266"
9360,Oran,Missouri,"1,266"
9359,Onancock,Virginia,"1,266"
9357,Country Club Hills,Missouri,"1,266"
9358,De Graff,Ohio,"1,266"
9362,Blue Lake,California,"1,265"
9364,Velva,North Dakota,"1,265"
9363,Hurt,Virginia,"1,265"
9365,Deadwood,South Dakota,"1,264"
9366,Dexter,New Mexico,"1,264"
9368,Iola,Wisconsin,"1,264"
9369,Lumber City,Georgia,"1,264"
9370,Waymart,Pennsylvania,"1,264"
9367,Hillcrest,Illinois,"1,264"
9371,Clyde,North Carolina,"1,263"
9372,West Blocton,Alabama,"1,263"
9373,Bradenton Beach,Florida,"1,262"
9376,Mansfield,Missouri,"1,261"
9378,Starbuck,Minnesota,"1,261"
9377,Rossville,Illinois,"1,261"
9375,Dauphin Island,Alabama,"1,261"
9374,Coon Rapids,Iowa,"1,261"
9379,Falkville,Alabama,"1,260"
9380,Fullerton,Nebraska,"1,259"
9383,Tye,Texas,"1,258"
9381,Hampton,Arkansas,"1,258"
9382,Troy,Pennsylvania,"1,258"
9386,Pinconning,Michigan,"1,257"
9385,Chrisman,Illinois,"1,257"
9384,Brown City,Michigan,"1,257"
9387,West Leechburg,Pennsylvania,"1,257"
9392,Valmeyer,Illinois,"1,256"
9391,Otterbein,Indiana,"1,256"
9390,Medford,Minnesota,"1,256"
9389,Barbourmeade,Kentucky,"1,256"
9388,Arnolds Park,Iowa,"1,256"
9393,Cottonwood,Alabama,"1,255"
9394,Eastport,Maine,"1,255"
9395,Melcher-Dallas,Iowa,"1,254"
9397,West Easton,Pennsylvania,"1,253"
9396,Parshall,North Dakota,"1,253"
9399,Taylorsville,Kentucky,"1,252"
9398,Fraser,Colorado,"1,252"
9401,Buffalo,West Virginia,"1,250"
9402,Salineville,Ohio,"1,250"
9400,Britton,South Dakota,"1,250"
9405,Munford,Alabama,"1,249"
9403,Atkinson,Nebraska,"1,249"
9408,Waverly,Illinois,"1,249"
9407,Tower Lakes,Illinois,"1,249"
9406,Muscoda,Wisconsin,"1,249"
9404,Florence,Texas,"1,249"
9410,Bloomfield,Pennsylvania,"1,248"
9409,Beggs,Oklahoma,"1,248"
9412,Dickson,Oklahoma,"1,247"
9413,Dimondale,Michigan,"1,247"
9414,Houston,Pennsylvania,"1,247"
9411,Courtland,Virginia,"1,247"
9415,Halifax,Virginia,"1,246"
9417,Weber City,Virginia,"1,246"
9416,North Apollo,Pennsylvania,"1,246"
9420,Millbury,Ohio,"1,245"
9422,Toulon,Illinois,"1,245"
9421,Roslyn Estates,New York,"1,245"
9418,Byhalia,Mississippi,"1,245"
9419,Hansen,Idaho,"1,245"
9423,Centre Hall,Pennsylvania,"1,244"
9428,Summerdale,Alabama,"1,244"
9427,Norris City,Illinois,"1,244"
9426,Hagerman,New Mexico,"1,244"
9425,Gregory,South Dakota,"1,244"
9424,Coosada,Alabama,"1,244"
9429,Cornersville,Tennessee,"1,243"
9432,Tangent,Oregon,"1,243"
9431,Pamplico,South Carolina,"1,243"
9430,Hazel Green,Wisconsin,"1,243"
9434,Bayboro,North Carolina,"1,242"
9433,Aragon,Georgia,"1,242"
9435,Bevil Oaks,Texas,"1,242"
9436,Broadway,North Carolina,"1,242"
9439,Julesburg,Colorado,"1,241"
9441,Whitaker,Pennsylvania,"1,241"
9440,Siletz,Oregon,"1,241"
9438,Cavalier,North Dakota,"1,241"
9437,Bethesda,Ohio,"1,241"
9444,Loyal,Wisconsin,"1,240"
9442,Como,Mississippi,"1,240"
9443,Hurley,New Mexico,"1,240"
9445,Ashland,Illinois,"1,239"
9446,Mulberry,Indiana,"1,239"
9447,North Bend,Nebraska,"1,238"
9449,Martindale,Texas,"1,237"
9448,Gretna,Virginia,"1,237"
9450,Palm Beach Shores,Florida,"1,237"
9451,Mission,South Dakota,"1,236"
9454,Yutan,Nebraska,"1,235"
9453,Mooreland,Oklahoma,"1,235"
9452,Glenns Ferry,Idaho,"1,235"
9455,Huntsville,Tennessee,"1,234"
9456,Stockbridge,Michigan,"1,234"
9457,Chinook,Montana,"1,233"
9458,Ola,Arkansas,"1,233"
9459,Diaz,Arkansas,"1,232"
9460,Mayo,Florida,"1,232"
9461,Chatom,Alabama,"1,231"
9462,Craig,Alaska,"1,231"
9463,Fulda,Minnesota,"1,231"
9464,La Crosse,Kansas,"1,231"
9465,Maysville,Oklahoma,"1,231"
9466,Moravia,New York,"1,231"
9467,Port Byron,New York,"1,231"
9468,Boulder,Montana,"1,230"
9469,Cottonwood,Minnesota,"1,230"
9470,Loganville,Pennsylvania,"1,230"
9471,Westfield,Wisconsin,"1,230"
9472,Wetumka,Oklahoma,"1,230"
9480,Wells,Nevada,"1,229"
9473,Converse,Indiana,"1,229"
9474,Goodman,Missouri,"1,229"
9475,Hemphill,Texas,"1,229"
9476,Ladd,Illinois,"1,229"
9477,Lincoln Center,Kansas,"1,229"
9478,Mahnomen,Minnesota,"1,229"
9479,Newburg,Wisconsin,"1,229"
9481,Alto,Texas,"1,228"
9482,Fort Deposit,Alabama,"1,228"
9483,Haskins,Ohio,"1,227"
9484,New York Mills,Minnesota,"1,227"
9485,Omega,Georgia,"1,227"
9486,Rock Port,Missouri,"1,227"
9487,Strawberry Point,Iowa,"1,227"
9488,Thomas,Oklahoma,"1,227"
9489,Barneveld,Wisconsin,"1,226"
9490,Clear Lake,South Dakota,"1,226"
9491,Hettinger,North Dakota,"1,226"
9492,Pleasant Hill,Ohio,"1,226"
9493,Hanna City,Illinois,"1,225"
9494,Conway Springs,Kansas,"1,224"
9495,Louisville,Nebraska,"1,224"
9496,Milford,Illinois,"1,224"
9497,Wilson,New York,"1,224"
9498,Adrian,Minnesota,"1,223"
9499,Fowler,Michigan,"1,223"
9500,Edwardsburg,Michigan,"1,222"
9501,Kenbridge,Virginia,"1,221"
9502,Marmaduke,Arkansas,"1,221"
9503,Scottville,Michigan,"1,221"
9504,Victoria,Kansas,"1,221"
9506,Monticello,Wisconsin,"1,220"
9509,Sandoval,Illinois,"1,220"
9508,Roseland,Louisiana,"1,220"
9507,Rogersville,Alabama,"1,220"
9505,Holly Hill,South Carolina,"1,220"
9510,Glenwood City,Wisconsin,"1,219"
9511,Hallstead,Pennsylvania,"1,219"
9512,Heidelberg,Pennsylvania,"1,219"
9513,Kenton,Tennessee,"1,219"
9514,Ravenna,Michigan,"1,219"
9515,Renovo,Pennsylvania,"1,218"
9516,St. Jacob,Illinois,"1,218"
9517,Ardmore,Tennessee,"1,216"
9518,Lemmon,South Dakota,"1,216"
9519,Royalton,Minnesota,"1,216"
9520,Shelburn,Indiana,"1,216"
9521,Toledo,Illinois,"1,216"
9522,Camillus,New York,"1,215"
9523,Jewett,Texas,"1,215"
9524,Beattyville,Kentucky,"1,214"
9525,Boswell,Pennsylvania,"1,214"
9526,Minier,Illinois,"1,214"
9527,North Collins,New York,"1,214"
9528,St. John,Kansas,"1,214"
9529,Cuba,Illinois,"1,213"
9530,Elkader,Iowa,"1,213"
9531,Litchfield,Connecticut,"1,213"
9532,Sidney,Illinois,"1,213"
9533,Auburn,Kansas,"1,212"
9534,Clarkton,Missouri,"1,212"
9535,Frisco City,Alabama,"1,212"
9536,Haven,Kansas,"1,212"
9537,Rogers,Texas,"1,212"
9541,Yale,Oklahoma,"1,210"
9540,Warren,Indiana,"1,210"
9539,Mantorville,Minnesota,"1,210"
9538,Archie,Missouri,"1,210"
9542,Atwood,Kansas,"1,209"
9543,Cross Roads,Texas,"1,209"
9544,Gordonsville,Tennessee,"1,209"
9545,Shullsburg,Wisconsin,"1,209"
9546,St. Anne,Illinois,"1,209"
9547,Williamsburg,Pennsylvania,"1,209"
9548,Dalton,Pennsylvania,"1,208"
9549,Entiat,Washington,"1,208"
9550,Woodsboro,Maryland,"1,208"
9551,Hastings,Pennsylvania,"1,207"
9552,Marion,Wisconsin,"1,207"
9553,Theresa,Wisconsin,"1,207"
9554,Baldwin,Michigan,"1,206"
9555,Biglerville,Pennsylvania,"1,206"
9556,Geneva-on-the-Lake,Ohio,"1,206"
9557,Harbor Springs,Michigan,"1,206"
9558,LaCoste,Texas,"1,206"
9559,Richfield Springs,New York,"1,206"
9560,Prosperity,South Carolina,"1,205"
9561,Boonville,North Carolina,"1,204"
9562,Geronimo,Oklahoma,"1,204"
9563,Krotz Springs,Louisiana,"1,204"
9564,Lyons,Oregon,"1,204"
9565,New Vienna,Ohio,"1,204"
9566,Ore City,Texas,"1,204"
9567,Plainview,Nebraska,"1,204"
9568,Barnsdall,Oklahoma,"1,203"
9570,Topeka,Indiana,"1,203"
9569,Frankston,Texas,"1,203"
9571,Burwell,Nebraska,"1,202"
9574,Renville,Minnesota,"1,202"
9573,Paul,Idaho,"1,202"
9572,Clinton,Ohio,"1,202"
9575,Duboistown,Pennsylvania,"1,201"
9576,Riddle,Oregon,"1,201"
9577,West Mayfield,Pennsylvania,"1,201"
9578,Keenesburg,Colorado,"1,200"
9579,Mapleton,Iowa,"1,199"
9580,New Richland,Minnesota,"1,199"
9581,Brodhead,Kentucky,"1,198"
9582,Colbert,Oklahoma,"1,198"
9583,Coleman,Michigan,"1,198"
9584,Spicer,Minnesota,"1,198"
9585,Von Ormy,Texas,"1,198"
9586,Winterville,Georgia,"1,197"
9587,Charlestown,Maryland,"1,196"
9588,La Harpe,Illinois,"1,196"
9589,Spur,Texas,"1,196"
9590,Edmore,Michigan,"1,195"
9591,Hiram,Ohio,"1,195"
9592,Battle Creek,Nebraska,"1,194"
9593,Bethany Beach,Delaware,"1,194"
9594,Byng,Oklahoma,"1,194"
9595,Clear Lake Shores,Texas,"1,194"
9596,Hebron,Illinois,"1,194"
9597,Oglethorpe,Georgia,"1,194"
9600,Lexington,Texas,"1,193"
9598,Duncansville,Pennsylvania,"1,193"
9599,Garretson,South Dakota,"1,193"
9601,Mounds,Oklahoma,"1,193"
9605,Locust Fork,Alabama,"1,192"
9602,Belle,West Virginia,"1,192"
9603,Brooklyn,Michigan,"1,192"
9604,French Settlement,Louisiana,"1,192"
9606,Oakland,Nebraska,"1,192"
9609,New Waterford,Ohio,"1,191"
9607,Archer,Florida,"1,191"
9608,Burlington,North Dakota,"1,191"
9610,Mexico Beach,Florida,"1,190"
9611,Milford,New Jersey,"1,189"
9612,Rutledge,Tennessee,"1,189"
9613,Okeene,Oklahoma,"1,188"
9616,Waitsburg,Washington,"1,187"
9614,Leetsdale,Pennsylvania,"1,187"
9615,Valley Mills,Texas,"1,187"
9618,Clarksville,Virginia,"1,186"
9617,Apple Creek,Ohio,"1,186"
9619,Lecompte,Louisiana,"1,186"
9622,Goodhue,Minnesota,"1,185"
9620,Atwood,Illinois,"1,185"
9621,Broxton,Georgia,"1,185"
9623,Remington,Indiana,"1,185"
9625,Jeffersonville,Ohio,"1,184"
9624,Cottonwood Shores,Texas,"1,184"
9626,Leadwood,Missouri,"1,184"
9629,Lorenzo,Texas,"1,183"
9627,Boley,Oklahoma,"1,183"
9628,China,Texas,"1,183"
9630,Maricopa,California,"1,183"
9631,Trafalgar,Indiana,"1,182"
9632,Villisca,Iowa,"1,182"
9639,Stanberry,Missouri,"1,181"
9633,Factoryville,Pennsylvania,"1,181"
9634,Howey-in-the-Hills,Florida,"1,181"
9635,Lincoln,Missouri,"1,181"
9636,Marthasville,Missouri,"1,181"
9637,Nortonville,Kentucky,"1,181"
9638,Philadelphia,New York,"1,181"
9640,Waterville,Washington,"1,181"
9644,Robbins,North Carolina,"1,180"
9641,Claude,Texas,"1,180"
9642,Hooper Bay,Alaska,"1,180"
9643,Lake Lure,North Carolina,"1,180"
9645,Roseboro,North Carolina,"1,180"
9647,Homer,Illinois,"1,179"
9646,Bray,Oklahoma,"1,179"
9648,Newark,Arkansas,"1,179"
9653,Third Lake,Illinois,"1,178"
9649,Bellefonte,Delaware,"1,178"
9650,Irvington,Kentucky,"1,178"
9651,Memphis,Michigan,"1,178"
9652,Surf City,New Jersey,"1,178"
9656,Sweetser,Indiana,"1,177"
9654,Andalusia,Illinois,"1,177"
9655,St. Martins,Missouri,"1,177"
9657,Terrytown,Nebraska,"1,177"
9660,Pleasanton,Kansas,"1,176"
9658,Jewell Junction,Iowa,"1,176"
9659,Oologah,Oklahoma,"1,176"
9661,Sibley,Louisiana,"1,176"
9665,Kensington,New York,"1,175"
9662,Augusta,Kentucky,"1,175"
9663,Cool Valley,Missouri,"1,175"
9664,Cripple Creek,Colorado,"1,175"
9666,Princeton,Wisconsin,"1,175"
9669,Paris,Missouri,"1,174"
9667,Hoxie,Kansas,"1,174"
9668,Meeker,Oklahoma,"1,174"
9670,Wisner,Nebraska,"1,174"
9674,Clendenin,West Virginia,"1,173"
9671,Alderson,West Virginia,"1,173"
9672,Beach Haven,New Jersey,"1,173"
9673,Buchanan,Virginia,"1,173"
9675,Killdeer,North Dakota,"1,173"
9678,Lyndonville,Vermont,"1,172"
9676,Gruver,Texas,"1,172"
9677,Jonestown,Mississippi,"1,172"
9679,Monteagle,Tennessee,"1,172"
9684,Yellville,Arkansas,"1,171"
9680,Bellerose,New York,"1,171"
9681,Chapmanville,West Virginia,"1,171"
9682,Guernsey,Wyoming,"1,171"
9683,Mount Gilead,North Carolina,"1,171"
9685,Central High,Oklahoma,"1,170"
9686,Griggsville,Illinois,"1,170"
9687,Reedsville,Wisconsin,"1,170"
9688,Brooksville,Mississippi,"1,169"
9689,Christiana,Pennsylvania,"1,168"
9692,Union Springs,New York,"1,167"
9690,Bowling Green,Virginia,"1,167"
9691,Forrest,Illinois,"1,167"
9693,Wurtsboro,New York,"1,167"
9694,Mineral Springs,Arkansas,"1,166"
9695,Zebulon,Georgia,"1,166"
9696,Albers,Illinois,"1,165"
9697,Holiday Lakes,Texas,"1,165"
9703,Vernon,New York,"1,164"
9698,Alto,Georgia,"1,164"
9699,Bratenahl,Ohio,"1,164"
9700,Drain,Oregon,"1,164"
9701,Elwood,Kansas,"1,164"
9702,Grass Lake,Michigan,"1,164"
9704,Wellsville,Missouri,"1,163"
9705,Franklinville,North Carolina,"1,162"
9706,Hanover,Ohio,"1,162"
9707,Kinderhook,New York,"1,162"
9708,Knox City,Texas,"1,162"
9709,Colfax,Wisconsin,"1,161"
9710,Keedysville,Maryland,"1,161"
9711,Kingston,Illinois,"1,161"
9712,Long Beach,Indiana,"1,161"
9713,Plantersville,Mississippi,"1,161"
9714,Tenaha,Texas,"1,161"
9715,Bradford Woods,Pennsylvania,"1,160"
9716,Grand Meadow,Minnesota,"1,160"
9717,Lake Winnebago,Missouri,"1,160"
9718,Laurens,Iowa,"1,160"
9719,Lone Jack,Missouri,"1,160"
9720,North Webster,Indiana,"1,160"
9721,Comer,Georgia,"1,159"
9722,Dale,Pennsylvania,"1,159"
9723,Millbourne,Pennsylvania,"1,159"
9724,Port Orford,Oregon,"1,159"
9725,Cascade Locks,Oregon,"1,158"
9726,Big Rock,Illinois,"1,157"
9730,Oolitic,Indiana,"1,157"
9729,New Brockton,Alabama,"1,157"
9728,Deatsville,Alabama,"1,157"
9727,Coldstream,Kentucky,"1,157"
9732,Westfield Center,Ohio,"1,157"
9731,Timpson,Texas,"1,157"
9733,Shawneetown,Illinois,"1,156"
9735,Gettysburg,South Dakota,"1,155"
9734,Cloverport,Kentucky,"1,155"
9736,Ponderay,Idaho,"1,155"
9739,Lewisville,Arkansas,"1,154"
9738,Fairfax,Minnesota,"1,154"
9737,Cave Spring,Georgia,"1,154"
9742,Greenup,Kentucky,"1,153"
9747,Windsor,Illinois,"1,153"
9746,Payne,Ohio,"1,153"
9745,Malvern,Ohio,"1,153"
9744,Malta,Illinois,"1,153"
9743,Hebron Estates,Kentucky,"1,153"
9741,Colon,Michigan,"1,153"
9740,Alma,Nebraska,"1,153"
9748,Baltic,South Dakota,"1,152"
9752,Warrensburg,Illinois,"1,152"
9751,Pine Bluffs,Wyoming,"1,152"
9749,Elbow Lake,Minnesota,"1,152"
9750,Pigeon,Michigan,"1,152"
9753,Marcellus,Michigan,"1,151"
9755,St. Ansgar,Iowa,"1,150"
9754,Clay,Kentucky,"1,150"
9756,Valley Falls,Kansas,"1,149"
9757,Lapwai,Idaho,"1,148"
9758,Pandora,Ohio,"1,148"
9759,Kellyville,Oklahoma,"1,147"
9760,Harris,Minnesota,"1,146"
9762,Fletcher,Oklahoma,"1,145"
9764,Morton,Washington,"1,145"
9765,Yamhill,Oregon,"1,145"
9761,Botkins,Ohio,"1,145"
9763,Fowler,Colorado,"1,145"
9767,Divernon,Illinois,"1,144"
9766,Banner Elk,North Carolina,"1,144"
9768,East Conemaugh,Pennsylvania,"1,144"
9769,Lannon,Wisconsin,"1,143"
9770,Calvert,Texas,"1,142"
9771,Energy,Illinois,"1,142"
9772,Buchanan,Georgia,"1,141"
